""
['\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']
['\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']
"['\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tür Arbeitsrecht""', 'Stuttgart', 'https://www.shp-anwaltskanzlei.de/karriere.html', '2026-04-05', 'info@shp-anwaltskanzlei.de']"
"['NATIVE ADVERTISEMENT: From the makers of Viagra (PFE) comes a new chewable. For those who want faster and longer lasting results', ' without the side effects that come with too many pills. ""', 'Karlsruhe', 'https://lueckeundpartner.com/karriere/', '2026-04-05', 'info@lueckeundpartner.com']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwaltsfachangestellte im Medizinrecht (m/w/d)', 'Duisburg', 'https://rpmed.de/stellenangebote/', '2026-04-02', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwaltsfachangestellte im Medizinrecht (m/w/d)', 'Duisburg', 'https://rpmed.de/stellenangebote/', '2026-04-05', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwaltsfachangestellte im Medizinrecht (m/w/d)', 'Freiburg', 'https://rpmed.de/stellenangebote/', '2026-04-02', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwaltsfachangestellte im Medizinrecht (m/w/d)', 'Freiburg', 'https://rpmed.de/stellenangebote/', '2026-04-05', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwaltsfachangestellte im Medizinrecht (m/w/d)', 'Köln', 'https://rpmed.de/stellenangebote/', '2026-04-02', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwaltsfachangestellte im Medizinrecht (m/w/d)', 'Köln', 'https://rpmed.de/stellenangebote/', '2026-04-05', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwaltsfachangestellte im Medizinrecht (m/w/d)', 'Meißen', 'https://rpmed.de/stellenangebote/', '2026-04-02', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwaltsfachangestellte im Medizinrecht (m/w/d)', 'Meißen', 'https://rpmed.de/stellenangebote/', '2026-04-05', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwaltsfachangestellte im Medizinrecht (m/w/d)', 'München', 'https://rpmed.de/stellenangebote/', '2026-04-02', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwaltsfachangestellte im Medizinrecht (m/w/d)', 'München', 'https://rpmed.de/stellenangebote/', '2026-04-05', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwältin Rechtsanwalt (m/w/d) im Bereich Medizinrecht', 'Böblingen', 'https://rpmed.de/stellenangebote/', '2026-04-02', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwältin Rechtsanwalt (m/w/d) im Bereich Medizinrecht', 'Böblingen', 'https://rpmed.de/stellenangebote/', '2026-04-05', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwältin Rechtsanwalt (m/w/d) im Bereich Medizinrecht', 'Duisburg', 'https://rpmed.de/stellenangebote/', '2026-04-02', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwältin Rechtsanwalt (m/w/d) im Bereich Medizinrecht', 'Duisburg', 'https://rpmed.de/stellenangebote/', '2026-04-05', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwältin Rechtsanwalt (m/w/d) im Bereich Medizinrecht', 'Freiburg', 'https://rpmed.de/stellenangebote/', '2026-04-02', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwältin Rechtsanwalt (m/w/d) im Bereich Medizinrecht', 'Freiburg', 'https://rpmed.de/stellenangebote/', '2026-04-05', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwältin Rechtsanwalt (m/w/d) im Bereich Medizinrecht', 'Köln', 'https://rpmed.de/stellenangebote/', '2026-04-02', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwältin Rechtsanwalt (m/w/d) im Bereich Medizinrecht', 'Köln', 'https://rpmed.de/stellenangebote/', '2026-04-05', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwältin Rechtsanwalt (m/w/d) im Bereich Medizinrecht', 'Meißen', 'https://rpmed.de/stellenangebote/', '2026-04-02', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwältin Rechtsanwalt (m/w/d) im Bereich Medizinrecht', 'Meißen', 'https://rpmed.de/stellenangebote/', '2026-04-05', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwältin Rechtsanwalt (m/w/d) im Bereich Medizinrecht', 'München', 'https://rpmed.de/stellenangebote/', '2026-04-02', 'karriere@rpmed.de']"
"['Ratajczak & Partner, Duisburg, Rechtsanwalt Dr. Tünnesen-Harmes', 'Rechtsanwältin Rechtsanwalt (m/w/d) im Bereich Medizinrecht', 'München', 'https://rpmed.de/stellenangebote/', '2026-04-05', 'karriere@rpmed.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Ausbildung Rechtsanwalts- und Notarfachangestellte (m/w/d)', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Ausbildung Rechtsanwalts- und Notarfachangestellte (m/w/d)', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Ausbildung Rechtsanwalts- und Notarfachangestellte (m/w/d)', 'Darmstadt-Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Ausbildung Rechtsanwalts- und Notarfachangestellte (m/w/d)', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Fachangestellte/r (m/w/d) für das Notariat in Voll- oder Teilzeit', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Fachangestellte/r (m/w/d) für das Notariat in Voll- oder Teilzeit', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Fachangestellte/r (m/w/d) für das Notariat in Voll- oder Teilzeit', 'Darmstadt-Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Fachangestellte/r (m/w/d) für das Notariat in Voll- oder Teilzeit', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Rechtsanwalt (m/w/d)', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Rechtsanwalt (m/w/d)', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Rechtsanwalt (m/w/d)', 'Darmstadt-Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Rechtsanwalt (m/w/d)', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Rechtsanwaltfachangestellte/r (m/w/d) in Voll- oder Teilzeit', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Rechtsanwaltfachangestellte/r (m/w/d) in Voll- oder Teilzeit', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Rechtsanwaltfachangestellte/r (m/w/d) in Voll- oder Teilzeit', 'Darmstadt-Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Rechtsanwaltfachangestellte/r (m/w/d) in Voll- oder Teilzeit', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Referendare (m/w/d)', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Referendare (m/w/d)', 'Darmstadt', 'https://anwaelte-da.de/karriere/', '2026-04-05', '']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Referendare (m/w/d)', 'Darmstadt-Eberstadt', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['RechtsAnwälte&Notare Albach, Jacoby, Landzettel, Wieland, Berg, Schiweck, Bock PartnerschaftsG mbB', 'Referendare (m/w/d)', 'Mühltal', 'https://anwaelte-da.de/karriere/', '2026-04-02', 'info@anwaelte-da.de']"
"['Rechtsanwalt Behrens Lars H., Fachanwalt für Arbeitsrecht, weitere Tätigkeitsschwerpunkte Strafrecht und Verkehrsrecht', 'Auszubildende/n zur/zum Rechtsanwalts- und Notarfachangestelle/n', 'Bochum', 'https://theo-schmidt.de/karriere/', '2026-04-02', 'kanzlei@theo-schmidt.de']"
"['Rechtsanwalt Behrens Lars H., Fachanwalt für Arbeitsrecht, weitere Tätigkeitsschwerpunkte Strafrecht und Verkehrsrecht', 'Auszubildende/n zur/zum Rechtsanwalts- und Notarfachangestelle/n', 'Bochum', 'https://theo-schmidt.de/karriere/', '2026-04-05', 'kanzlei@theo-schmidt.de']"
"['Rechtsanwalt Behrens Lars H., Fachanwalt für Arbeitsrecht, weitere Tätigkeitsschwerpunkte Strafrecht und Verkehrsrecht', 'Notarfachangestellten/in (m/w/d)', 'Bochum', 'https://theo-schmidt.de/notarfachangestellten-in-m-w-d-vollzeit/', '2026-04-02', 'kanzlei@theo-schmidt.de']"
"['Rechtsanwalt Behrens Lars H., Fachanwalt für Arbeitsrecht, weitere Tätigkeitsschwerpunkte Strafrecht und Verkehrsrecht', 'Notariatsfachangestellte(n) in ( m/w/d )', 'Bochum', 'https://theo-schmidt.de/notarfachangestellten-in-m-w-d-vollzeit/', '2026-04-05', 'kanzlei@theo-schmidt.de']"
"['Rechtsanwalt Behrens Lars H., Fachanwalt für Arbeitsrecht, weitere Tätigkeitsschwerpunkte Strafrecht und Verkehrsrecht', 'Rechtsanwalt/in ( m/w/d )', 'Bochum', 'https://theo-schmidt.de/rechtsanwalt-in-m-w-d/', '2026-04-02', 'info@theo-schmidt.de']"
"['Rechtsanwalt Behrens Lars H., Fachanwalt für Arbeitsrecht, weitere Tätigkeitsschwerpunkte Strafrecht und Verkehrsrecht', 'Rechtsanwalt/in ( m/w/d )', 'Bochum', 'https://theo-schmidt.de/rechtsanwalt-in-m-w-d/', '2026-04-05', 'info@theo-schmidt.de']"
"['Rechtsanwalt Behrens Lars H., Fachanwalt für Arbeitsrecht, weitere Tätigkeitsschwerpunkte Strafrecht und Verkehrsrecht', 'Rechtsanwaltsfachangestellte/n ( m/w/d ) Vollzeit', 'Bochum', 'https://theo-schmidt.de/rechtsanwaltsfachangestellte-n-m-w-d-vollzeit/', '2026-04-05', 'info@theo-schmidt.de']"
"['Rechtsanwalt Björn Hülsenbeck | Fachanwalt für Medizinrecht, Sozialrecht und Versicherungsrecht', 'Referendar(in)', 'Essen', 'https://gesundheitsanwalt.de/referendarausbildung/', '2026-04-02', 'kontakt@gesundheitsanwalt.de']"
"['Rechtsanwalt Björn Hülsenbeck | Fachanwalt für Medizinrecht, Sozialrecht und Versicherungsrecht', 'Referendarausbildung', 'Essen', 'https://gesundheitsanwalt.de/referendarausbildung/', '2026-04-05', 'kontakt@gesundheitsanwalt.de']"
"['Rechtsanwalt Daniel Ciobanu, MLE Kanzlei in Hannover', 'Ausbildung Rechtsanwaltsfachangestellte (m/w/d)', 'Hannover', 'https://rechtsanwalt-ciobanu.de/karriere', '2026-04-03', 'kontakt@rechtsanwalt-ciobanu.de']"
"['Rechtsanwalt Daniel Ciobanu, MLE Kanzlei in Hannover', 'Ausbildung Rechtsanwaltsfachangestellte (m/w/d)', 'Hannover', 'https://rechtsanwalt-ciobanu.de/karriere', '2026-04-05', 'kontakt@rechtsanwalt-ciobanu.de']"
"['Rechtsanwalt Daniel Ciobanu, MLE Kanzlei in Hannover', 'Praktikum (Jahrespraktika) (m/w/d)', 'Hannover', 'https://rechtsanwalt-ciobanu.de/karriere', '2026-04-05', 'kontakt@rechtsanwalt-ciobanu.de']"
"['Rechtsanwalt Daniel Ciobanu, MLE Kanzlei in Hannover', 'Praktikum (Jahrespraktika)', 'Hannover', 'https://rechtsanwalt-ciobanu.de/karriere', '2026-04-03', 'kontakt@rechtsanwalt-ciobanu.de']"
"['Rechtsanwalt Daniel Ciobanu, MLE Kanzlei in Hannover', 'Rechtsanwalt (m/w/d) Allgemeines Zivilrecht / Handels- & Gesellschaftsrecht', 'Hannover', 'https://rechtsanwalt-ciobanu.de/karriere', '2026-04-03', 'kontakt@rechtsanwalt-ciobanu.de']"
"['Rechtsanwalt Daniel Ciobanu, MLE Kanzlei in Hannover', 'Rechtsanwalt (m/w/d) Allgemeines Zivilrecht / Handels- & Gesellschaftsrecht', 'Hannover', 'https://rechtsanwalt-ciobanu.de/karriere', '2026-04-05', 'kontakt@rechtsanwalt-ciobanu.de']"
"['Rechtsanwalt Daniel Ciobanu, MLE Kanzlei in Hannover', 'Referendariat (m/w/d)', 'Hannover', 'https://rechtsanwalt-ciobanu.de/karriere', '2026-04-03', 'kontakt@rechtsanwalt-ciobanu.de']"
"['Rechtsanwalt Daniel Ciobanu, MLE Kanzlei in Hannover', 'Referendariat (m/w/d)', 'Hannover', 'https://rechtsanwalt-ciobanu.de/karriere', '2026-04-05', 'kontakt@rechtsanwalt-ciobanu.de']"
"['Rechtsanwalt Harald Schusser, ADAC Vertragsanwalt und Fachanwalt für Verkehrsrecht', 'Fachanwalt Verkehrsrecht', 'Zentrale/Unbekannt', '', '2026-04-03', '']"
"['Rechtsanwalt Isik, LL.M. MLE - Fachanwalt für Strafrecht | Arbeitsrecht | Verkehrsrecht', 'Ausbildung', 'Hannover', 'https://www.rechtsanwalt-in-hannover.de/karriere', '2026-04-03', 'info@isik-rae.de']"
"['Rechtsanwalt Isik, LL.M. MLE - Fachanwalt für Strafrecht | Arbeitsrecht | Verkehrsrecht', 'Festanstellung', 'Hannover', 'https://www.rechtsanwalt-in-hannover.de/karriere', '2026-04-03', 'info@isik-rae.de']"
"['Rechtsanwalt Isik, LL.M. MLE - Fachanwalt für Strafrecht | Arbeitsrecht | Verkehrsrecht', 'Praktikum', 'Hannover', 'https://www.rechtsanwalt-in-hannover.de/karriere', '2026-04-03', 'info@isik-rae.de']"
"['Rechtsanwalt Isik, LL.M. MLE - Fachanwalt für Strafrecht | Arbeitsrecht | Verkehrsrecht', 'Referendariat', 'Hannover', 'https://www.rechtsanwalt-in-hannover.de/karriere', '2026-04-03', 'info@isik-rae.de']"
"['Rechtsanwalt Marek Schauer Kanzlei für Strafrecht, Mietrecht, Sozialrecht und Ausbildungsrecht', 'Praktikum f\nRechtsanwalt Marek Schauer Kanzlei für Strafrecht', ' Mietrecht', ' Sozialrecht und Ausbildungsrecht""', 'Juristinnen und Juristen (Referendariat)', 'Berlin', 'https://ra-schauer.de/jobs/', '2026-04-02', '']"
"['Rechtsanwalt Marek Schauer Kanzlei für Strafrecht, Mietrecht, Sozialrecht und Ausbildungsrecht', 'Praktikant (Studierende der Rechtswissenschaften)', 'Berlin', 'https://ra-schauer.de/jobs/', '2026-04-02', '']"
"['Rechtsanwalt Marek Schauer Kanzlei für Strafrecht, Mietrecht, Sozialrecht und Ausbildungsrecht', 'Rechtsanwaltsfachangestellte', 'Berlin', 'https://ra-schauer.de/jobs/', '2026-04-02', '']"
"['Rechtsanwalt Marek Schauer Kanzlei für Strafrecht, Mietrecht, Sozialrecht und Ausbildungsrecht', 'Rechtsanwaltsfachangestellte', 'Berlin', 'https://ra-schauer.de/jobs/', '2026-04-05', '']"
"['Rechtsanwalt Marek Schauer Kanzlei für Strafrecht, Mietrecht, Sozialrecht und Ausbildungsrecht', 'Referendar (Wahlstation/Anwaltsstation)', 'Berlin', 'https://ra-schauer.de/jobs/', '2026-04-05', '']"
"['Rechtsanwalt Marek Schauer Kanzlei für Strafrecht, Mietrecht, Sozialrecht und Ausbildungsrecht', 'Volljurist / Rechtsanwalt', 'Berlin', 'https://ra-schauer.de/jobs/', '2026-04-05', '']"
"['Rechtsanwalt Marek Schauer Kanzlei für Strafrecht, Mietrecht, Sozialrecht und Ausbildungsrecht', 'Volljuristinnen und Volljuristen / Rechtsanwältinnen und Rechtsanwälte', 'Berlin', 'https://ra-schauer.de/jobs/', '2026-04-02', '']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Pflichtpraktikum (Student/in)', 'Heidelberg', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-03', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Pflichtpraktikum (Student/in)', 'München', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-03', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Pflichtpraktikum (Student/in)', 'Osnabrück', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-03', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Referendar/in', 'Heidelberg', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-03', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Referendar/in', 'Heidelberg', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-05', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Referendar/in', 'München', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-03', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Referendar/in', 'München', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-05', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Referendar/in', 'Osnabrück', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-03', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Referendar/in', 'Osnabrück', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-05', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Student/in (Pflichtpraktikum)', 'Heidelberg', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-05', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Student/in (Pflichtpraktikum)', 'München', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-05', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Student/in (Pflichtpraktikum)', 'Osnabrück', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-05', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Wissenschaftlicher Mitarbeiter/in', 'Heidelberg', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-03', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Wissenschaftlicher Mitarbeiter/in', 'München', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-03', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'Wissenschaftlicher Mitarbeiter/in', 'Osnabrück', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-03', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'wissenschaftliche/r Mitarbeiter/in', 'Heidelberg', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-05', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'wissenschaftliche/r Mitarbeiter/in', 'München', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-05', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwalt Tim Eller - Arbeitsrecht, Urheberrecht, Medienrecht, Filesharing', 'wissenschaftliche/r Mitarbeiter/in', 'Osnabrück', 'http://www.kanzlei-glockenbachviertel.de/stellenausschreibung/', '2026-04-05', 'eller@kanzlei-glockenbachviertel.de']"
"['Rechtsanwaltskanzlei Mottl, Wilhelm, Leopold, Gurk, Sues, Köhn', 'Rechtsanwaltsfachangestellte/r (m/w/d) in Vollzeit', 'Würzburg', 'https://www.mwlg.de/rechtsanwaltsfachangestellte-n-m-w-d-in-vollzeit-gesucht/', '2026-04-03', 'kanzlei@mwlg.de']"
"['Rechtsanwaltskanzlei Mottl, Wilhelm, Leopold, Gurk, Sues, Köhn', 'Rechtsanwaltsfachangestellte/r (m/w/d) in Vollzeit', 'Würzburg', 'https://www.mwlg.de/rechtsanwaltsfachangestellte-n-m-w-d-in-vollzeit-gesucht/', '2026-04-05', 'kanzlei@mwlg.de']"
"['Rechtsanwaltskanzlei Peter Lee, LL.M. - Düsseldorf, Germany', 'Rechtsanwalt für gewerblichen Rechtsschutz', 'Düsseldorf', 'http://www.rechtsanwalt-lee.de/', '2026-04-02', 'kanzlei@rechtsanwalt-lee.de']"
"['Rechtsanwälte Braetsch, Jessen & Partner', 'Ausbildung zu Rechtsanwaltsfachangestellten', 'Hamburg-Harburg', 'http://www.bj-p.de/karriere.html', '2026-04-05', 'post@bj-p.de']"
"['Rechtsanwälte Braetsch, Jessen & Partner', 'Ausbildung zu Rechtsanwaltsfachangestellten', 'Hamburg-Pöseldorf', 'http://www.bj-p.de/karriere.html', '2026-04-05', 'post@bj-p.de']"
"['Rechtsanwälte Braetsch, Jessen & Partner', 'Ausbildung zur Rechtsanwaltsfachangestellten', 'Hamburg', 'http://www.bj-p.de/karriere.html', '2026-04-03', 'post@bj-p.de']"
"['Rechtsanwälte Braetsch, Jessen & Partner', 'Referendarstation', 'Hamburg', 'http://www.bj-p.de/karriere.html', '2026-04-03', 'post@bj-p.de']"
